id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
2157132,少年包青天Ⅲ之天芒传奇,,https://dou.img.lithub.cc/movie/2157132.jpg,2006-08-12(中国大陆),https://movie.douban.com/subject/2157132/,7.2,"剧情,爱情,悬疑",4,,,2023-08-03 23:26:55,2006 / 中国大陆 / 剧情 爱情 悬疑 / 何培 澄丰 / 邓超 释小龙
4218768,画皮2,,https://dou.img.lithub.cc/movie/4218768.jpg,2012-06-28(中国大陆),https://movie.douban.com/subject/4218768/,6.1,"剧情,爱情,惊悚",4,,,2023-07-28 17:40:32,2012 / 中国大陆 中国香港 / 剧情 爱情 惊悚 奇幻 / 乌尔善 / 周迅 陈坤
4728873,铁梨花,,https://dou.img.lithub.cc/movie/4728873.jpg,2010-04-16(中国大陆),https://movie.douban.com/subject/4728873/,8,"剧情,动作,爱情",4,,,2023-07-28 07:08:59,2010 / 中国大陆 / 剧情 动作 爱情 / 郭靖宇 / 陈数 巍子
10573480,大河儿女,,https://dou.img.lithub.cc/movie/10573480.jpg,2014-04-02(中国大陆),https://movie.douban.com/subject/10573480/,7.4,剧情,4,,,2023-07-28 07:07:35,2014 / 中国大陆 / 剧情 / 安建 / 陈宝国 赵奎娥
30345195,老酒馆,,https://dou.img.lithub.cc/movie/30345195.jpg,2019-08-26(中国大陆),https://movie.douban.com/subject/30345195/,7,剧情,4,,,2023-07-28 07:07:01,2019 / 中国大陆 / 剧情 / 刘江 / 陈宝国 秦海璐
3348512,李卫当官2,,https://dou.img.lithub.cc/movie/3348512.jpg,2004,https://movie.douban.com/subject/3348512/,7.2,"剧情,古装",4,,,2023-07-28 00:52:01,2004 / 中国大陆 / 剧情 古装 / 徐峥 / 徐峥 孙菲菲
2989979,北京，我的爱,,https://dou.img.lithub.cc/movie/2989979.jpg,2004-05-10(中国大陆),https://movie.douban.com/subject/2989979/,6.6,剧情,4,,,2023-07-28 00:51:35,2004 / 中国大陆 韩国 / 剧情 / 卫列 / 韩彩英 孙菲菲
2347404,半路夫妻,,https://dou.img.lithub.cc/movie/2347404.jpg,,https://movie.douban.com/subject/2347404/,8,"剧情,家庭",4,,,2023-07-28 00:49:57,2005 / 中国大陆 / 剧情 家庭 / 刘惠宁 / 陈小艺 孙红雷
3426921,财神传奇,,https://dou.img.lithub.cc/movie/3426921.jpg,1999,https://movie.douban.com/subject/3426921/,6.9,"剧情,喜剧,奇幻",4,,,2023-07-28 00:48:45,1999 / 中国大陆 / 剧情 喜剧 奇幻 古装 / 李森 / 张国立 陈志朋
3137852,萍踪侠影,,https://dou.img.lithub.cc/movie/3137852.jpg,,https://movie.douban.com/subject/3137852/,7.4,"爱情,武侠,古装",4,,,2023-07-28 00:46:50,2003 / 中国大陆 / 爱情 武侠 古装 / 何群 / 范冰冰 黄海冰
2239286,宰相刘罗锅,,https://dou.img.lithub.cc/movie/2239286.jpg,1996(中国大陆),https://movie.douban.com/subject/2239286/,8.3,"喜剧,古装",4,,,2023-07-28 00:45:57,1996 / 中国大陆 / 喜剧 古装 / 张子恩 石零 / 李保田 张国立
6011805,一九四二,,https://dou.img.lithub.cc/movie/6011805.jpg,2012-11-29(中国大陆),https://movie.douban.com/subject/6011805/,8.1,"剧情,历史,战争",4,,,2023-07-28 00:44:43,2012 / 中国大陆 / 剧情 历史 战争 灾难 / 冯小刚 / 张国立 张默
2302963,五月槐花香,,https://dou.img.lithub.cc/movie/2302963.jpg,2004-06-13(中国大陆),https://movie.douban.com/subject/2302963/,8.2,剧情,4,,,2023-07-28 00:44:04,2004 / 中国大陆 / 剧情 / 张国立 / 张国立 王刚
1295469,风云雄霸天下,,https://dou.img.lithub.cc/movie/1295469.jpg,1998-07-18(中国香港),https://movie.douban.com/subject/1295469/,7,"剧情,动作,奇幻",4,,,2023-07-28 00:39:23,1998 / 中国香港 中国大陆 / 剧情 动作 奇幻 古装 / 刘伟强 / 郑伊健 郭富城
1419969,无极,,https://dou.img.lithub.cc/movie/1419969.jpg,2005-12-15(中国大陆),https://movie.douban.com/subject/1419969/,5.5,"剧情,动作,奇幻",3,,,2023-07-28 00:38:57,2005 / 中国大陆 中国香港 日本 韩国 / 剧情 动作 奇幻 / 陈凯歌 / 张东健 张柏芝
1499008,满城尽带黄金甲,,https://dou.img.lithub.cc/movie/1499008.jpg,2006-12-14(中国大陆),https://movie.douban.com/subject/1499008/,5.9,"剧情,动作,爱情",4,,,2023-07-28 00:38:38,2006 / 中国大陆 中国香港 / 剧情 动作 爱情 古装 / 张艺谋 / 周润发 巩俐
27073039,正阳门下小女人,,https://dou.img.lithub.cc/movie/27073039.jpg,2018-10-16(中国大陆),https://movie.douban.com/subject/27073039/,7.7,剧情,4,,,2023-07-28 00:38:02,2018 / 中国大陆 / 剧情 / 刘家成 / 蒋雯丽 倪大红
11632590,正阳门下,,https://dou.img.lithub.cc/movie/11632590.jpg,2013-08-08(中国大陆),https://movie.douban.com/subject/11632590/,8.1,剧情,4,,,2023-07-28 00:37:55,2013 / 中国大陆 / 剧情 / 刘家成 / 朱亚文 倪大红
1423043,京华烟云,,https://dou.img.lithub.cc/movie/1423043.jpg,2005-10-18(中国大陆),https://movie.douban.com/subject/1423043/,8,"剧情,爱情,家庭",4,,,2023-07-28 00:37:36,2005 / 中国台湾 中国大陆 / 剧情 爱情 家庭 战争 / 张子恩 / 潘粤明 邱琦雯
3115169,凤穿牡丹,,https://dou.img.lithub.cc/movie/3115169.jpg,,https://movie.douban.com/subject/3115169/,7.4,"剧情,爱情",4,,,2023-07-28 00:36:51,2008 / 中国大陆 / 剧情 爱情 / 曾丽珍 / 李小冉 应采儿
2299706,方谬神探,,https://dou.img.lithub.cc/movie/2299706.jpg,2002-03-27(中国大陆),https://movie.douban.com/subject/2299706/,7.6,"喜剧,爱情,悬疑",4,,,2023-07-28 00:35:49,2002 / 中国大陆 / 喜剧 爱情 悬疑 / 温伟基 李慧珠 谭友业 / 张卫健 袁咏仪
1949811,云水谣,,https://dou.img.lithub.cc/movie/1949811.jpg,2006-12-01(中国大陆),https://movie.douban.com/subject/1949811/,6.9,"剧情,爱情,战争",4,,,2023-07-28 00:34:33,2006 / 中国大陆 中国台湾 / 剧情 爱情 战争 / 尹力 / 陈坤 李冰冰
1939414,功夫之王,,https://dou.img.lithub.cc/movie/1939414.jpg,2008-04-24(中国大陆),https://movie.douban.com/subject/1939414/,5.8,"动作,奇幻,冒险",4,,,2023-07-28 00:34:15,2008 / 美国 中国大陆 / 动作 奇幻 冒险 武侠 古装 / 罗伯·明可夫 / 迈克尔·安格拉诺 成龙
2279816,少年张三丰,,https://dou.img.lithub.cc/movie/2279816.jpg,2001-03-14(中国台湾),https://movie.douban.com/subject/2279816/,7.5,"动作,爱情,武侠",4,,,2023-07-28 00:33:09,2001 / 中国大陆 中国台湾 / 动作 爱情 武侠 古装 / 梁德龙 / 张卫健 李冰冰
2295811,机灵小不懂,,https://dou.img.lithub.cc/movie/2295811.jpg,2001-07-30(中国香港),https://movie.douban.com/subject/2295811/,7.7,"剧情,喜剧,古装",4,,,2023-07-28 00:31:54,2001 / 中国香港 中国大陆 / 剧情 喜剧 古装 / 马精武 靳德茂 / 张卫健 李冰冰
6523693,警坛风云,,https://dou.img.lithub.cc/movie/6523693.jpg,1998,https://movie.douban.com/subject/6523693/,8.3,"剧情,悬疑,犯罪",4,,,2023-07-28 00:30:06,1998 / 中国大陆 / 剧情 悬疑 犯罪 / 徐庆东 / 李诚儒 王茜
5360005,燕赵刑警,,https://dou.img.lithub.cc/movie/5360005.jpg,2003,https://movie.douban.com/subject/5360005/,8.4,,4,,,2023-07-28 00:27:42,2003 / 中国大陆 / 易晓钟 / 张华 陈叔清
3176819,女人不再沉默,,https://dou.img.lithub.cc/movie/3176819.jpg,2003,https://movie.douban.com/subject/3176819/,7.7,犯罪,4,,,2023-07-28 00:25:45,2003 / 中国大陆 / 犯罪 / 刘二威 / 李幼斌 侯天来
3101924,红日,,https://dou.img.lithub.cc/movie/3101924.jpg,,https://movie.douban.com/subject/3101924/,7.2,,4,,,2023-07-28 00:23:20,2008 / 中国大陆 / 苏舟 / 尤勇智 李幼斌
2373267,闯关东,,https://dou.img.lithub.cc/movie/2373267.jpg,2008-01-02(中国大陆),https://movie.douban.com/subject/2373267/,9.3,剧情,4,,,2023-07-28 00:22:10,2008 / 中国大陆 / 剧情 / 张新建 孔笙 / 李幼斌 萨日娜
3087434,乱世桃花,,https://dou.img.lithub.cc/movie/3087434.jpg,,https://movie.douban.com/subject/3087434/,6.4,"剧情,古装",4,,,2023-07-28 00:20:45,2000 / 中国大陆 / 剧情 古装 / 陈剑波 刚毅 / 俞飞鸿 吴孟达
24705156,大丈夫,,https://dou.img.lithub.cc/movie/24705156.jpg,2014-02-16(中国大陆),https://movie.douban.com/subject/24705156/,7.2,"剧情,爱情",4,,,2023-07-28 00:19:03,2014 / 中国大陆 / 剧情 爱情 / 姚晓峰 / 李小冉 王志文
3574532,牛郎织女,,https://dou.img.lithub.cc/movie/3574532.jpg,2009-06-18,https://movie.douban.com/subject/3574532/,5.2,"剧情,爱情",3,,,2023-07-28 00:16:03,2009 / 中国大陆 / 剧情 爱情 / 鞠觉亮 / 安以轩 田亮
2327493,宝莲灯,,https://dou.img.lithub.cc/movie/2327493.jpg,2005-10-04(中国大陆),https://movie.douban.com/subject/2327493/,7.8,"剧情,奇幻,古装",4,,,2023-07-28 00:15:44,2005 / 中国大陆 / 剧情 奇幻 古装 / 余明生 / 曹骏 舒畅
3127116,精卫填海,,https://dou.img.lithub.cc/movie/3127116.jpg,2005-08-16(中国大陆),https://movie.douban.com/subject/3127116/,7.2,"奇幻,古装",4,,,2023-07-28 00:15:17,2005 / 中国大陆 / 奇幻 古装 / 梁国冠 羽笛 / 舒畅 李解
2253591,格格要出嫁,,https://dou.img.lithub.cc/movie/2253591.jpg,2002-02(中国大陆),https://movie.douban.com/subject/2253591/,6.4,"剧情,古装",3,,,2023-07-28 00:13:58,2002 / 中国大陆 / 剧情 古装 / 李平 / 倪睿思 林青
2995180,名扬花鼓,,https://dou.img.lithub.cc/movie/2995180.jpg,2004,https://movie.douban.com/subject/2995180/,6.8,"剧情,古装",4,,,2023-07-28 00:13:42,2004 / 中国大陆 / 剧情 古装 / 明泉辉 / 陈坤 曾宝仪
2275024,武十郎,,https://dou.img.lithub.cc/movie/2275024.jpg,2007-02-17(中国大陆),https://movie.douban.com/subject/2275024/,7.4,剧情,4,,,2023-07-28 00:13:08,2007 / 中国大陆 / 剧情 / 崔宝珠 王子鸣 / 杨千嬅 霍建华
3092262,精武英雄陈真,,https://dou.img.lithub.cc/movie/3092262.jpg,2001(中国大陆),https://movie.douban.com/subject/3092262/,6.9,"动作,战争,犯罪",4,,,2023-07-28 00:11:50,2001 / 中国大陆 / 动作 战争 犯罪 / 贾云 / 吴樾 祁艳
2033666,御前四宝,,https://dou.img.lithub.cc/movie/2033666.jpg,2004,https://movie.douban.com/subject/2033666/,8.4,"喜剧,动作,历史",4,,,2023-07-28 00:11:16,2004 / 中国大陆 / 喜剧 动作 历史 古装 / 黄祖权 黄明升 / 刘仪伟 赵文卓
6989755,北京青年,,https://dou.img.lithub.cc/movie/6989755.jpg,2012-08-16,https://movie.douban.com/subject/6989755/,6.5,剧情,4,,,2023-07-28 00:09:00,2012 / 中国大陆 / 剧情 / 赵宝刚 / 杜淳 贺刚
5377708,北京爱情故事,,https://dou.img.lithub.cc/movie/5377708.jpg,2012-01-07(中国大陆),https://movie.douban.com/subject/5377708/,7.5,"剧情,爱情",4,,,2023-07-28 00:08:41,2012 / 中国大陆 / 剧情 爱情 / 陈思诚 / 陈思诚 张译
25711530,离婚律师,,https://dou.img.lithub.cc/movie/25711530.jpg,2014-08-04(中国大陆),https://movie.douban.com/subject/25711530/,7.2,"剧情,爱情",4,,,2023-07-28 00:08:18,2014 / 中国大陆 / 剧情 爱情 / 杨文军 / 姚晨 吴秀波
3168595,薛仁贵传奇,,https://dou.img.lithub.cc/movie/3168595.jpg,2006,https://movie.douban.com/subject/3168595/,6.9,"喜剧,历史",3,,,2023-07-27 22:53:03,2006 / 中国大陆 / 喜剧 历史 / 丁仰国 / 保剑锋 金巧巧
11627047,龙门镖局,,https://dou.img.lithub.cc/movie/11627047.jpg,2013-07-30(中国大陆),https://movie.douban.com/subject/11627047/,7.7,"喜剧,古装",4,,,2023-07-27 22:39:54,2013 / 中国大陆 / 喜剧 古装 / 王勇 / 郭京飞 袁咏仪
2224813,十八岁的天空,,https://dou.img.lithub.cc/movie/2224813.jpg,2002,https://movie.douban.com/subject/2224813/,7.6,"剧情,爱情",4,,,2023-07-27 22:19:26,2002 / 中国大陆 / 剧情 爱情 / 李济昌 / 保剑锋 倪景阳
3027099,李小龙传奇,,https://dou.img.lithub.cc/movie/3027099.jpg,2008-10-12(中国大陆),https://movie.douban.com/subject/3027099/,8,"剧情,动作,传记",4,,,2023-07-27 22:18:01,2008 / 中国大陆 / 剧情 动作 传记 / 李文岐 / 陈国坤 王洛勇
3141504,失乐园,,https://dou.img.lithub.cc/movie/3141504.jpg,,https://movie.douban.com/subject/3141504/,7.9,"剧情,家庭",4,,,2023-07-27 22:17:44,2002 / 中国大陆 / 剧情 家庭 / 于庚庚 / 濮存昕 张培
2157176,放羊的星星,,https://dou.img.lithub.cc/movie/2157176.jpg,2007-03-11(中国台湾),https://movie.douban.com/subject/2157176/,8,爱情,4,,,2023-07-27 22:16:46,2007 / 中国台湾 / 爱情 / 陈铭章 / 林志颖 刘荷娜
2043283,王子变青蛙,,https://dou.img.lithub.cc/movie/2043283.jpg,2005-06-05(中国台湾),https://movie.douban.com/subject/2043283/,8,"剧情,喜剧,爱情",4,,,2023-07-27 22:16:35,2005 / 中国台湾 / 剧情 喜剧 爱情 歌舞 / 陈铭章 刘俊杰 / 陈乔恩 明道
3025290,九岁县太爷,,https://dou.img.lithub.cc/movie/3025290.jpg,2002-01-30(中国大陆),https://movie.douban.com/subject/3025290/,6.8,"剧情,喜剧,古装",4,,,2023-07-27 22:15:11,2001 / 中国大陆 中国香港 / 剧情 喜剧 古装 / 黄海刚 / 曹骏 释小龙
25966085,踏血寻梅,,https://dou.img.lithub.cc/movie/25966085.jpg,2015-12-03(中国香港),https://movie.douban.com/subject/25966085/,7.6,"剧情,悬疑,犯罪",4,,,2023-07-25 13:21:56,2015 / 中国香港 / 剧情 悬疑 犯罪 / 翁子光 / 郭富城 春夏
1857099,老无所依,,https://dou.img.lithub.cc/movie/1857099.jpg,2007-05-19(戛纳电影节),https://movie.douban.com/subject/1857099/,8.3,"剧情,惊悚,犯罪",4,,,2023-07-24 12:55:58,2007 / 美国 / 剧情 惊悚 犯罪 / 伊桑·科恩 乔尔·科恩 / 汤米·李·琼斯 哈维尔·巴登
24695611,北平无战事,,https://dou.img.lithub.cc/movie/24695611.jpg,2014-10-06(中国大陆),https://movie.douban.com/subject/24695611/,9,"剧情,战争",4,,,2023-07-22 17:51:44,2014 / 中国大陆 / 剧情 战争 / 孔笙 李雪 / 刘烨 陈宝国
10540066,大上海,,https://dou.img.lithub.cc/movie/10540066.jpg,2012-12-21(中国大陆),https://movie.douban.com/subject/10540066/,6.7,"剧情,动作",3,,,2023-07-15 22:31:46,2012 / 中国大陆 中国香港 / 剧情 动作 / 王晶 / 周润发 黄晓明
2133323,白日梦想家,,https://dou.img.lithub.cc/movie/2133323.jpg,2013-12-25(美国),https://movie.douban.com/subject/2133323/,8.6,"剧情,喜剧,冒险",4,,,2023-07-15 15:36:16,2013 / 美国 英国 / 剧情 喜剧 冒险 / 本·斯蒂勒 / 本·斯蒂勒 克里斯汀·韦格
25807345,彗星来的那一夜,,https://dou.img.lithub.cc/movie/25807345.jpg,2013-09-19(奇幻电影节),https://movie.douban.com/subject/25807345/,8.6,"科幻,悬疑,惊悚",4,,,2023-07-15 15:35:49,2013 / 美国 英国 / 科幻 悬疑 惊悚 / 詹姆斯·沃德·布柯特 / 艾米丽·芭尔多尼 莫瑞·史特林
1291992,末路狂花,,https://dou.img.lithub.cc/movie/1291992.jpg,1991-05-24(美国),https://movie.douban.com/subject/1291992/,8.9,"剧情,惊悚,犯罪",4,,,2023-07-15 15:21:06,1991 / 美国 英国 法国 / 剧情 惊悚 犯罪 / 雷德利·斯科特 / 吉娜·戴维斯 苏珊·萨兰登
26336281,纸牌屋 第四季,,https://dou.img.lithub.cc/movie/26336281.jpg,2016-03-04(美国),https://movie.douban.com/subject/26336281/,8.8,"剧情,惊悚",4,,,2023-07-03 13:59:44,2016 / 美国 / 剧情 惊悚 / 塔克·盖茨 罗宾·怀特 汤姆·森兰 艾利克斯·格雷夫斯 卡莉·斯考格兰德 雅各布·维尔布鲁根 / 凯文·史派西 罗宾·怀特
25823412,纸牌屋 第三季,,https://dou.img.lithub.cc/movie/25823412.jpg,2015-02-27(美国),https://movie.douban.com/subject/25823412/,8.4,"剧情,惊悚",4,,,2023-07-03 13:59:33,2015 / 美国 / 剧情 惊悚 / 约翰·大卫·科尔斯 詹姆斯·弗雷 塔克·盖茨 约翰·达尔 罗宾·怀特 阿格涅丝卡·霍兰 / 凯文·史派西 罗宾·怀特
22523356,纸牌屋 第二季,,https://dou.img.lithub.cc/movie/22523356.jpg,2014-02-14(美国),https://movie.douban.com/subject/22523356/,9.2,"剧情,悬疑",4,,,2023-07-03 13:59:25,2014 / 美国 / 剧情 悬疑 / 朱迪·福斯特 詹姆斯·弗雷 卡尔·弗兰克林 约翰·大卫·科尔斯 罗宾·怀特 / 凯文·史派西 罗宾·怀特
6037429,纸牌屋 第一季,,https://dou.img.lithub.cc/movie/6037429.jpg,2013-02-01(美国),https://movie.douban.com/subject/6037429/,9.3,剧情,4,,,2023-07-03 13:58:56,2013 / 美国 / 剧情 / 大卫·芬奇 詹姆斯·弗雷 卡尔·弗兰克林 乔·舒马赫 艾伦·考特勒 查尔斯·麦克道格 / 凯文·史派西 罗宾·怀特
2148391,海尔兄弟,,https://dou.img.lithub.cc/movie/2148391.jpg,1995(中国大陆),https://movie.douban.com/subject/2148391/,8.3,"动画,儿童,冒险",4,童年回忆,,2023-07-03 12:40:41,1995 / 中国大陆 / 动画 儿童 冒险 / 刘左锋 / 唐亚男 王江
25848328,最后生还者 第一季,,https://dou.img.lithub.cc/movie/25848328.jpg,2023-01-15(美国),https://movie.douban.com/subject/25848328/,9,"剧情,动作,科幻",4,,,2023-07-03 12:37:53,2023 / 美国 加拿大 / 剧情 动作 科幻 惊悚 恐怖 冒险 / 克雷格·麦辛 尼尔·德拉柯曼 彼得·霍尔 杰里米·韦布 亚斯米拉·日巴尼奇 丽萨·约翰逊 阿里·阿巴西 / 佩德罗·帕斯卡 贝拉·拉姆齐
4321270,猫和老鼠,,https://dou.img.lithub.cc/movie/4321270.jpg,1965-09-25(美国),https://movie.douban.com/subject/4321270/,9.8,"喜剧,动画,家庭",5,,,2023-07-01 18:31:23,1965 / 美国 / 喜剧 动画 家庭 / 约瑟夫·巴伯拉 威廉·汉纳 特克斯·艾弗里 Michael Lah / 道斯·巴特勒 里德·科菲
1998799,灌篮高手,,https://dou.img.lithub.cc/movie/1998799.jpg,1993-10-16(日本),https://movie.douban.com/subject/1998799/,9.7,"喜剧,动画,运动",5,,,2023-07-01 18:31:11,1993 / 日本 / 喜剧 动画 运动 / 西泽信孝 角铜博之 志水淳儿 明比正行 又野弘道 中村哲治 吉泽孝男 有迫俊彦 竹之内和久 / 草尾毅 绿川光
4202982,冰雪奇缘,,https://dou.img.lithub.cc/movie/4202982.jpg,2014-02-05(中国大陆),https://movie.douban.com/subject/4202982/,8.4,"喜剧,动画,歌舞",4,,,2023-06-30 10:14:52,2013 / 美国 / 喜剧 动画 歌舞 奇幻 / 克里斯·巴克 珍妮弗·李 / 克里斯汀·贝尔 伊迪娜·门泽尔
26302614,请回答1988,,https://dou.img.lithub.cc/movie/26302614.jpg,2015-11-06(韩国),https://movie.douban.com/subject/26302614/,9.7,"剧情,喜剧,爱情",4,,,2023-06-26 14:13:38,2015 / 韩国 / 剧情 喜剧 爱情 / 申元浩 / 成东日 李一花
34444648,三体,,https://dou.img.lithub.cc/movie/34444648.jpg,2022-12-10(中国大陆),https://movie.douban.com/subject/34444648/,3.8,"剧情,科幻,动画",3,评分太差，看两集弃剧了。,,2023-06-26 14:13:19,2022 / 中国大陆 / 剧情 科幻 动画 / 林铭浩 / 马正阳 范哲琛
2357303,福贵,,https://dou.img.lithub.cc/movie/2357303.jpg,2005-11-25(中国大陆),https://movie.douban.com/subject/2357303/,9.5,"剧情,家庭",4,,,2023-06-26 14:11:44,2005 / 中国大陆 / 剧情 家庭 / 朱正 袁进 / 陈创 刘敏涛
3032552,魔幻手机,,https://dou.img.lithub.cc/movie/3032552.jpg,2008-04-08(中国大陆),https://movie.douban.com/subject/3032552/,8.5,"喜剧,奇幻",4,,,2023-06-26 14:11:34,2008 / 中国大陆 / 喜剧 奇幻 / 余明生 / 李滨 陈创
1764730,浪漫满屋,,https://dou.img.lithub.cc/movie/1764730.jpg,2004-07-14(韩国),https://movie.douban.com/subject/1764730/,8.1,"喜剧,爱情",4,,,2023-06-26 14:11:07,2004 / 韩国 / 喜剧 爱情 / 表民洙 / 宋慧乔 郑智薰
2157150,少年包青天2,,https://dou.img.lithub.cc/movie/2157150.jpg,2001-08-07(中国大陆),https://movie.douban.com/subject/2157150/,7.5,"剧情,悬疑,犯罪",4,,,2023-06-26 14:11:01,2001 / 中国大陆 / 剧情 悬疑 犯罪 古装 / 曾谨 / 陆毅 任泉
2182116,大宅门2,,https://dou.img.lithub.cc/movie/2182116.jpg,,https://movie.douban.com/subject/2182116/,8.2,"剧情,传记",4,,,2023-06-26 14:10:35,2003 / 中国大陆 / 剧情 传记 / 郭宝昌 / 陈宝国 江珊
2248550,幸福像花儿一样,,https://dou.img.lithub.cc/movie/2248550.jpg,2005-09-30(中国大陆),https://movie.douban.com/subject/2248550/,7.9,爱情,4,,,2023-06-26 14:10:22,2005 / 中国大陆 / 爱情 / 高希希 / 孙俪 邓超
2284418,小鱼儿与花无缺,,https://dou.img.lithub.cc/movie/2284418.jpg,2005-08-08(中国香港),https://movie.douban.com/subject/2284418/,7.7,"武侠,古装",4,,,2023-06-26 14:09:58,2005 / 中国香港 / 武侠 古装 / 王晶 / 谢霆锋 张卫健
3032443,聊斋奇女子,,https://dou.img.lithub.cc/movie/3032443.jpg,2007-07-17(中国大陆),https://movie.douban.com/subject/3032443/,8,"剧情,爱情,恐怖",4,,,2023-06-26 14:09:46,2007 / 中国大陆 / 剧情 爱情 恐怖 / 李国立 / 吴奇隆 范文芳
2262119,聊斋志异,,https://dou.img.lithub.cc/movie/2262119.jpg,,https://movie.douban.com/subject/2262119/,8.1,"剧情,奇幻,古装",4,,,2023-06-26 14:09:31,2005 / 中国大陆 / 剧情 奇幻 古装 / 吴锦源 / 林志颖 胡歌
2156667,西游记续集,,https://dou.img.lithub.cc/movie/2156667.jpg,2000-02-08(中国大陆),https://movie.douban.com/subject/2156667/,9,"剧情,动作,奇幻",4,,,2023-06-26 14:09:08,2000 / 中国大陆 / 剧情 动作 奇幻 冒险 古装 / 杨洁 / 六小龄童 徐少华
2170936,香帅传奇,,https://dou.img.lithub.cc/movie/2170936.jpg,1995-04-03(中国台湾),https://movie.douban.com/subject/2170936/,7.8,"武侠,古装",4,,,2023-06-26 14:09:00,1995 / 中国台湾 / 武侠 古装 / 范秀明 郑健荣 / 郑少秋 杨丽菁
1786742,情深深雨濛濛,,https://dou.img.lithub.cc/movie/1786742.jpg,2001-09-03(中国大陆),https://movie.douban.com/subject/1786742/,7.4,"剧情,爱情,音乐",4,,,2023-06-26 14:08:35,2001 / 中国大陆 中国台湾 / 剧情 爱情 音乐 战争 / 李平 / 林心如 古巨基
